Concept Level 1,CCSS Standard,Question UID,Answers,Prompt
"Quiet, Quite",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7jC,"[{""text""=>""There is nothing {quite} like eating popcorn at a movie theater.""}]",There is nothing _____ like eating popcorn at a movie theater.
"Quiet, Quite",4.1g. Commonly Confused Words,K2wzog7hMDOM4rMspQb,"[{""text""=>""I was {quite} excited to find out that I had won the spelling competition.""}]",I was ______ excited to find out that I had won the spelling competition.
"Raised, Razed",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7jE,"[{""text""=>""I needed to {raise} my scores in math class, so I got a tutor.""}]","I needed to _____ my scores in math class, so I got a tutor."
"Raised, Razed",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7jF,"[{""text""=>""\""Don''t {raise} my expectations and then let me down,\"" said the gruff coach.""}]","""Don't _____ my expectations and then let me down,"" said the gruff coach."
"Raised, Razed",4.1g. Commonly Confused Words,K2wzVHBqP4NYCHVWgWm,"[{""text""=>""In order to answer a question in class, you have to {raise} your hand.""}]","In order to answer a question in class, you have to ______ your hand."
"Raised, Razed",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7jH,"[{""text""=>""The Viking crew went from village to village, {razing} all the houses.""}]","The Viking crew went from village to village, _____ all the houses."
"Raised, Razed",4.1g. Commonly Confused Words,K2xJIE8gECEXGWtRM_X,"[{""text""=>""To make room for our new building, we had to {raze} the old one.""}]","To make room for our new building, we had to ______ the old one."
"Raised, Razed",4.1g. Commonly Confused Words,K2xJrC7kjKA18q9iuJJ,"[{""text""=>""The invaders did not {raze} any buildings since they wanted the entire town intact.""}]",The invaders did not _______ any buildings since they wanted the entire town intact.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jJ,"[{""text""=>""I will fix the problem {myself}.""}]",I will fix the problem <u>myself / yourself</u>.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jK,"[{""text""=>""I think I hurt [myself} playing basketball yesterday.""}]",I think I hurt <u>me / myself</u> playing basketball yesterday.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jL,"[{""text""=>""I dressed {myself} nicely for this occasion.""}]",I dressed <u>me</u> nicely for this occasion.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jM,"[{""text""=>""He gave {me} a great haircut.""}]",He gave <u>myself</u> a great haircut.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jO,"[{""text""=>""Can the toy car move {itself} forward?""}]",Can the toy car move <u>it / itself</u> forward?
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jP,"[{""text""=>""The caterpillar builds {itself} a cocoon to become a butterfly.""}]",The caterpillar builds <u>it</u> a cocoon to become a butterfly.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jQ,"[{""text""=>""The defiant little bird freed {itself} from its cage.""}]",The defiant little bird freed <u>it</u> from its cage.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jS,"[{""text""=>""Let's assign {ourselves} some tasks before splitting up.""}]",Let's assign <u>our / ourselves</u> some tasks before splitting up.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jT,"[{""text""=>""Julie and I will put the data on a graph {ourselves}.""}]",Julie and I will put the data on a graph _____.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jU,"[{""text""=>""We dressed {ourselves} up in our Halloween costumes.""}]",We dressed <u>our</u> up in our Halloween costumes.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jV,"[{""text""=>""Tonight we will treat {ourselves} to a barbecue.""}]",Tonight we will treat <u>us</u> to a barbecue.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jX,"[{""text""=>""You need to discipline {yourself} to become a good athlete.""}]",You need to discipline <u>you</u> to become a good athlete.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jY,"[{""text""=>""You can keep {yourself} healthy by eating well.""}]",You can keep <u>you</u> healthy by eating well.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jZ,"[{""text""=>""You should pace {yourself}.""}]",You should pace <u>you</u>.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7j_,"[{""text""=>""You all made {yourselves} into disciplined athletes.""}]",You all made <u>you</u> into disciplined athletes.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7ja,"[{""text""=>""Please don't hurt {yourself}.""}]",Please don't hurt <u>you / yourself</u>.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jc,"[{""text""=>""You may all help {yourselves} to some appetizers.""}]",You may all help <u>you / yourselves</u> to some appetizers.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,K2xonvQPPNgSoYjinxj,"[{""text""=>""I've just made a fire, you will all need to warm {yourselves}.""}]","I've just made a fire, you will all need to warm <u>yourself / yourselves </u>."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,K2xp-PpwOayKNfYtuM_,"[{""text""=>""You all need to watch {yourselves} when handling hot plates.""}]",You all need to watch <u>yourself / yourselves </u> when handling hot plates.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7je,"[{""text""=>""She did a good job, so she treated {herself} to some ice cream.""}]","She did a good job, so she treated <u>her / herself</u> to some ice cream."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jf,"[{""text""=>""Paula finished the cleaning {herself}.""}]",Paula finished the cleaning <u>her / herself<u>.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jg,"[{""text""=>""She prepared {herself} before walking into the audition.""}]",She prepared <u>her</u> before walking into the audition.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jh,"[{""text""=>""Natalie sees {herself} owning a small business soon.""}]",Natalie sees <u>her</u> owning a small business soon.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jj,"[{""text""=>""After a long trek, the hiker checked {himself} for ticks.""}]","After a long trek, the hiker checked <u>him / himself</u> for ticks."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jk,"[{""text""=>""Once Jack applies {himself} to the job, he does good work.""}]","Once Jack applies <u>him</u> to the job, he does good work."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jl,"[{""text""=>""He is training {himself} to become a violinist.""}]",He is training <u>him</u> to become a violinist.
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,Jzw0qjP5tpJMplbm7jn,"[{""text""=>""Ben is confused, so let's help {him}.""}]","Ben is confused, so let's help <u>him /her</u>."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,K2wiUOLSE2DxV6dGpQE,"[{""text""=>""Donald wanted to build a house, so I wanted to help {him}.""}]","Donald wanted to build a house, so I wanted to help him / them."
Reflexive Pronouns,2.1c. Use Reflexive Pronouns,K2wic9UrdEFsVcSErG0,"[{""text""=>""Lucy ran for class president and won. We were all so proud of {her}.""}]",Lucy ran for class president and won. We were all so proud of her / them.
Regular Past Participles,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7jp,"[{""text""=>""I have {called} you before today.""}]",I have <u>call</u> you before today.
Regular Past Participles,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7jq,"[{""text""=>""The sunset {reflected} off the buildings.""}]",The sunset <u>reflect</u> off the buildings.
Regular Past Participles,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7jr,"[{""text""=>""{Salted} foods last longer, but may not be as healthy.""}]","<u>Salt / Salted</u> foods last longer, but may not be as healthy."
Regular Past Participles,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7js,"[{""text""=>""Karen is {interested} in psychology.""}]",Karen is <u>interest / interested</u> in psychology.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ju,"[{""text""=>""The envelope {that} contained the winner's name was given to the host.""}]",The envelope _____ contained the winner's name was given to the host.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7jv,"[{""text""=>""George returned the book {that} I loaned him.""}]",George returned the book _____ I loaned him.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7jw,"[{""text""=>""Gabrielle wrote the essay {that} won the contest.""}]",Gabrielle wrote the essay______ won the contest.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7jx,"[{""text""=>""The car {that} came in last place has two flat tires.""}]",The car <u>whose / that / when</u> came in last place has two flat tires.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7jy,"[{""text""=>""I want the same kind of bag {that} Sheila has.""}]",I want the same kind of bag <u>whose / that / when</u> Sheila has.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7jz,"[{""text""=>""The car {that} came in last place has two flat tires.""}]","The car <u>why, that</u> came in last place has two flat tires."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k-,"[{""text""=>""I want the same kind of bag {that} Sheila has.""}]","I want the same kind of bag <u>why, that</u> Sheila has."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k0,"[{""text""=>""George returned the book {that} I loaned him.""}]",George returned the book ____ I loaned him.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k1,"[{""text""=>""Gabrielle wrote the essay {that} won the contest.""}]",Gabrielle wrote the essay _____ won the contest.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k2,"[{""text""=>""The car {that} came in last place has two flat tires.""}]","The car <u>which, that</u> came in last place has two flat tires."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k3,"[{""text""=>""I want the same kind of bag {that} Sheila has.""}]","I want the same kind of bag <u>which, that</u> Sheila has."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k4,"[{""text""=>""{That} stained glass up there looks nice in the sun.""}]",_____ stained glass up there looks nice in the sun.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k5,"[{""text""=>""{That} library over there is very popular.""}]",<u>This / that</u> library over there is very popular.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k6,"[{""text""=>""{That} stained glass up there looks nice in the sun.""}]",<u>This / That</u> stained glass up there looks nice in the sun.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k7,"[{""text""=>""The envelope {that} contained the winner's name was given to the host.""}]",The envelope _____ contained the winner's name was given to the host.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k8,"[{""text""=>""George returned the book {that} I loaned him.""}]",George returned the book  ______ I loaned him.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7k9,"[{""text""=>""Gabrielle wrote the essay {that} won the contest.""}]",Gabrielle wrote the essay ______ won the contest.
Relative Pronouns,4.1a. Use Relative Pronouns,K0bndPbRC2chbHCYwoo,"[{""text""=>""{That} coffeehouse across the street has a new look.""}]",_____ coffeehouse across the street has a new look.
Relative Pronouns,4.1a. Use Relative Pronouns,K0bnhmbDTa4S5YBkZkD,"[{""text""=>""{That} man over there is my brother.""}]",_____ man over there is my brother.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kB,"[{""text""=>""My favorite time of the year is the fall, {when} I can jump on all the leaves.""}]","My favorite time of the year is the fall, ______ I can jump on all the leaves."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kC,"[{""text""=>""I work best in the morning, {when} everything is quiet.""}]","I work best in the morning, _____ everything is quiet."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kD,"[{""text""=>""In the summer, {when} it becomes hot, we open the windows.""}]","In the summer, ______ it becomes hot, we open the windows."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kE,"[{""text""=>""I miss the summer vacations {when} I would relax all day.""}]",I miss the summer vacations<u>whose / that / when</u> I would relax all day.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kF,"[{""text""=>""Every Saturday we set aside some time {when} we all read the same book.""}]",Every Saturday we set aside some time<u>whose / that / when</u> we all read the same book.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kG,"[{""text""=>""Every Saturday we set aside some time {when} we all read the same book.""}]","Every Saturday we set aside some time <u>which, where, when</u> we all read the same book."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kH,"[{""text""=>""I miss the summer vacations {when} I would relax all day.""}]","I miss the summer vacations <u>where, why, when</u> I would relax all day."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kI,"[{""text""=>""Every Saturday we set aside some time {when} we all read the same book.""}]","Every Saturday we set aside some time <u>where, why, when</u> we all read the same book."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kJ,"[{""text""=>""My favorite time of the year is the fall, {when} I can jump on all the leaves.""}]","My favorite time of the year is the fall, ______ I can jump on all the leaves."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kK,"[{""text""=>""I work best in the morning, {when} everything is quiet.""}]","I work best in the morning,  ______ everything is quiet."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kL,"[{""text""=>""In the summer, {when} it becomes hot, we open the windows.""}]","In the summer,  ______ it becomes hot, we open the windows."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kN,"[{""text""=>""I am looking for my friend {whose} shirt is blue.""}]",I am looking for my friend <u>whose / that / when</u> shirt is blue.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kO,"[{""text""=>""My girlfriend, {whose} house is nearby, will be picking us up.""}]","My girlfriend, <u>whose / that / when</u> house is nearby, will be picking us up."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kP,"[{""text""=>""Yuri, {whose} truck is in the shop, will be carpooling with us.""}]","Yuri, _____ truck is in the shop, will be carpooling with us."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kQ,"[{""text""=>""Dr. Jones, {whose} schedule is always busy, wants a vacation.""}]","Dr. Jones, _____ schedule is always busy, wants a vacation."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kR,"[{""text""=>""Someone, {whose} name is unknown, painted this mural.""}]","Someone, _______ name is unknown, painted this mural."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kS,"[{""text""=>""I am looking for my friend {whose} shirt is blue.""}]","I am looking for my friend <u>whose, whom, who</u> shirt is blue."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kT,"[{""text""=>""My girlfriend, {whose} house is nearby, will be picking us up.""}]","My girlfriend, <u>whose, whom, who</u> house is nearby, will be picking us up."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kU,"[{""text""=>""My girlfriend, {whose} house is nearby, will be picking us up.""}]","My girlfriend,<u>whose, whom, who</u> house is nearby, will be picking us up."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kV,"[{""text""=>""Yuri, {whose} truck is in the shop, will be carpooling with us.""}]","Yuri, _____ truck is in the shop, will be carpooling with us."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kW,"[{""text""=>""Dr. Jones, {whose} schedule is always busy, wants a vacation.""}]","Dr. Jones, ______ schedule is always busy, wants a vacation."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kX,"[{""text""=>""Someone, {whose} name is unknown, painted this mural.""}]","Someone,  ______ name is unknown, painted this mural."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kY,"[{""text""=>""Dr. Jones, {whose} schedule is always busy, wants a vacation.""}]","Dr. Jones, _____ schedule is always busy, wants a vacation."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kZ,"[{""text""=>""Someone, {whose} name is unknown, painted this mural.""}]","Someone, ______ name is unknown, painted this mural."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ka,"[{""text""=>""My friend, {who} plays the cello, wants to go to Juilliard.""}]","My friend, _____ plays the cello, wants to go to Juilliard."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kb,"[{""text""=>""My sister, {who} just graduated, wants to be a translator.""}]","My sister, _______ just graduated, wants to be a translator."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kc,"[{""text""=>""Barry, {who} directed the play, is also a singer.""}]","Barry, ________ directed the play, is also a singer."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kd,"[{""text""=>""My friend, {who} plays the cello, wants to go to Juilliard.""}]","My friend, _____ plays the cello, wants to go to Juilliard."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ke,"[{""text""=>""My sister, {who} just graduated, wants to be a translator.""}]","My sister, _______ just graduated, wants to be a translator."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kf,"[{""text""=>""Barry, {who} directed the play, is also a singer.""}]","Barry, ________ directed the play, is also a singer."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kg,"[{""text""=>""I know someone {who} drives too recklessly.""}]",I know someone <u/>which / who / where</u>drives too recklessly.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kh,"[{""text""=>""I used to have a teacher {who} gave tests every week.""}]",I used to have a teacher<u/>which / who / where</u> gave tests every week.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ki,"[{""text""=>""I know someone {who} drives too recklessly.""}]","I know someone <u>whose, whom, who</u> drives too recklessly."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kj,"[{""text""=>""I used to have a teacher {who} gave tests every week.""}]","I used to have a teacher <u>whose, whom, who</u> gave tests every week."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kk,"[{""text""=>""I used to have a teacher {who} gave tests every week.""}]","I used to have a teacher <u>whose, whom, who</u> gave tests every week."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7km,"[{""text""=>""The man {whom} I spoke to told me to wait in the lobby.""}]",The man _____ I spoke to told me to wait in the lobby.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kn,"[{""text""=>""My brother, {whom} my parents gave some money, needs a job.""}]","My brother, ______ my parents gave some money, needs a job."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ko,"[{""text""=>""My cousin, {whom} I have spoken to recently, is interested in journalism.""}]","My cousin, _______ I have spoken to recently, is interested in journalism."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kp,"[{""text""=>""My cousin, {whom} I have spoken to recently, is interested in journalism.""}]","My cousin, _____ I have spoken to recently, is interested in journalism."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kq,"[{""text""=>""My teacher, {whom} you spoke to recently, will meet with you tomorrow.""}]","My teacher, <u>whom / why</u> you spoke to recently, will meet with you tomorrow."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kr,"[{""text""=>""Daniel, {whom} I saw yesterday, is looking healthier.""}]","Daniel, <u>whom / why</u> I saw yesterday, is looking healthier."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ks,"[{""text""=>""The man {whom} I spoke to told me to wait in the lobby.""}]",The man _____ I spoke to told me to wait in the lobby.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kt,"[{""text""=>""My brother, {whom} my parents gave some money, needs a job.""}]","My brother, ______ my parents gave some money, needs a job."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ku,"[{""text""=>""My cousin, {whom} I have spoken to recently, is interested in journalism.""}]","My cousin, _______ I have spoken to recently, is interested in journalism."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kv,"[{""text""=>""My teacher, {whom} you spoke to recently, will meet with you tomorrow.""}]","My teacher, <u>whose, whom, who</u> you spoke to recently, will meet with you tomorrow."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kw,"[{""text""=>""Daniel, {whom} I saw yesterday, is looking healthier.""}]","Daniel, <u>whose, whom, who</u> I saw yesterday, is looking healthier."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7ky,"[{""text""=>""I now understand {why} I received a B on this paper.""}]",I now understand  <u>whom / why</u> I received a B on this paper.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7kz,"[{""text""=>""What is the reason {why} you can't play this weekend?""}]",What is the reason <u>whom / why</u> you can't play this weekend?
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l-,"[{""text""=>""I now understand the reason {why} I received a B on this paper.""}]","I now understand the reason <u>why, that</u> I received a B on this paper."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l0,"[{""text""=>""What is the reason {why} you can't play this weekend?""}]","What is the reason <u>why, that</u>  you can't play this weekend?"
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l1,"[{""text""=>""I now understand the reason {why} I received a B on this paper.""}]","I now understand the reason <u>where, why, when</u> I received a B on this paper."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l2,"[{""text""=>""What is the reason {why} you can't play this weekend?""}]","What is the reason <u>where, why, when</u> you can't play this weekend?"
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l3,"[{""text""=>""Is there a reason {why} you want my help?""}]",Is there a reason _____ you want my help?
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l4,"[{""text""=>""There is no good reason {why} she didn't finish her paper.""}]",There is no good reason ______ she didn't finish her paper.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l5,"[{""text""=>""I don't understand {why} some people are cruel.""}]",I don't understand _______ some people are cruel.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l6,"[{""text""=>""Is there a reason {why} you want my help?""}]",Is there a reason _____ you want my help?
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l7,"[{""text""=>""There is no good reason {why} she didn't finish her paper.""}]",There is no good reason _____ she didn't finish her paper.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7l8,"[{""text""=>""I don't understand {why} some people are cruel.""}]",I don't understand ______ some people are cruel.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lA,"[{""text""=>""Is this the room {where} the new table is going?""}]",Is this the room <u/>which / who / where</u>the new table is going?
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lB,"[{""text""=>""The station {where} I picked up my grandmother looks very nice.""}]",The station <u/>which / who / where</u> I picked up my grandmother looks very nice.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lC,"[{""text""=>""Is this the room {where} the new table is going?""}]","Is this the room <u>which, where, when</u>the new table is going?"
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lD,"[{""text""=>""The station {where} I picked up my grandmother looks very nice.""}]","The station <u>which, where, when</u> I picked up my grandmother looks very nice."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lE,"[{""text""=>""Is this the room {where} the new table is going?""}]","Is this the room <u>where, why, when</u> the new table is going?"
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lF,"[{""text""=>""The station {where} I picked up my grandmother looks very nice.""}]","The station <u>where, why, when</u> I picked up my grandmother looks very nice."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lG,"[{""text""=>""Our summer home, {where} we vacation often, has big windows.""}]","Our summer home, _____ we vacation often, has big windows."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lH,"[{""text""=>""My family often visits Maine because it is {where} the lobster is delicious.""}]",My family often visits Maine because it is _____ the lobster is delicious.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lI,"[{""text""=>""We should eat at the dining room table since it is {where} the nice silverware is\\n set.""}]",We should eat at the dining room table since it is  ______ the nice silverware is set.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lJ,"[{""text""=>""Our summer home, {where} we vacation often, has big windows.""}]","Our summer home, _____ we vacation often, has big windows."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lK,"[{""text""=>""My family often visits Maine because it is {where} the lobster is delicious.""}]",My family often visits Maine because it is ______ the lobster is delicious.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lL,"[{""text""=>""We should eat at the dining room table since it is {where} the nice silverware is\\n set.""}]",We should eat at the dining room table since it is ______ the nice silverware is set.
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lN,"[{""text""=>""My friend's new truck, {which} was on sale, needs some repairs.""}]","My friend's new truck, who was on sale, needs some repairs."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lO,"[{""text""=>""The floorboards, {which} were put in ten years ago, have cracks.""}]","The floorboards, <u/>which / who / where</u> were put in ten years ago, have cracks."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lP,"[{""text""=>""My friend's new truck, {which} was on sale, needs some repairs.""}]","My friend's new truck, ____ was on sale, needs some repairs."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lQ,"[{""text""=>""Zoey's drawing, {which} was done with acrylic paint, dried quickly.""}]","Zoey's drawing, _____ was done with acrylic paint, dried quickly."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lR,"[{""text""=>""The floorboards, {which} were put in ten years ago, have cracks.""}]","The floorboards, <u>which, where, when</u> were put in ten years ago, have cracks."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lS,"[{""text""=>""My friend's new truck, {which} was on sale, needs some repair.""}]","My friend's new truck, ____ was on sale, needs some repair."
